"","CellLineName","H3K4me0","H3K4me1","H3K4me2","H3K4ac1","H3K56me0","H3K56me1","H3K79me0","H3K79me1","H3K79me2","H3K9me0","H3K9me1","H3K9me2","H3K9me3","H3K27me0","H3K27me1","H3K27me2","H3K27me3","H3K36me0","H3K36me1","H3K36me2","H3K36me3","H3K9ac1","H3K14ac0","H3K14ac1","H3K18ac0","H3K18ac1","H3K23ac0","H3K23ac1","H3K23ub1","H3K27ac1"
"ACH-000116","OAW28_OVARY",-0.012435855,0.007830752,-0.035417309,-0.173485355,0.006670059,NA,-0.014562701,-0.500767887,-1.072159419,-0.118300934,-0.101217939,-0.0326518505,-0.0368579615,-1.0085681074,-0.5824982245,0.054475904,0.420865117,-0.607945049,-0.1430089532,-0.881519733,-0.522271845,-0.416496952,-0.0128780718,-0.269332183,NA,-0.2883124535,-0.2811007775,0.069671243,NA,-0.7719835095
"ACH-000652","SUIT2_PANCREAS",0.249340959,-0.402926225,0.014370352,0.245471016,-0.114809329,-0.271755696,-0.448580769,-0.115084595,0.414271393,0.4571599705,0.1343431455,-0.01139859,-0.4167307805,0.2019198516,-0.14447154925,-0.219736267333333,-0.142855258,0.412066949666667,0.0372897258,-0.02550690775,0.448798998333333,0.288090366,-0.0556379518,0.2362235964,-0.388033970333333,0.136086466,0.150715952,-0.1739158815,-0.84552912,1.104106487
"ACH-000263","KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.022527368,0.389127838,0.489097051,NA,0.027168599,0.394564454,-0.043721547,0.509243516,1.448758709,-0.780849747,-0.3539882515,0.188706299,1.052726703,-0.604532436,0.08358506025,0.328352452666667,-0.2655485415,-0.749630810166667,-0.3784600736,-0.205524575,-0.476009851,-1.1228786415,-0.3967888694,-0.00972458580000001,-0.112529882666667,-1.188154044,-0.3015338085,-0.796310545,-0.518209029,-1.6014628545
"ACH-000226","SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.092016733,-0.416595852,-0.169000071,-0.363450708,0.274532163,NA,0.195138132,-0.001652547,0.054262584,0.1092914655,-0.3943953795,-0.332463475,0.382821195,-0.5795471456,0.178562345,0.414730434666667,0.1881258105,-0.283025065833333,NA,NA,NA,-0.194159073,0.220640873,-0.3922029798,NA,-0.7306793145,-0.1700570515,-0.5181546445,NA,NA
"ACH-000361","SKHEP1_LIVER",0.044772553,0.349033495,0.089634761,-0.728098396,0.041388171,0.075813818,-0.373609965,0.00149333,-0.180822359,-0.389287659,-0.614293401,-0.131342729,0.45773546,-0.113623422,-0.031616956,-0.132416986333333,0.0866878905,-0.126579473166667,-0.3632873942,-0.26570368675,0.106237366666667,-0.001050812,-0.0833963444,-0.187899312,NA,-0.1898275715,0.2668134335,-0.15433261,NA,-0.60038908625
"ACH-000696","OVCAR8_OVARY",-0.105461951,0.433470552,0.275398216,1.491546038,0.170515553,0.215208634,0.072196876,-0.160918442,-0.193388276,0.5111914155,0.310314559,0.022909452,-0.3773406655,0.7178278692,0.36692540225,-0.402364819666667,-0.9976031605,0.0870037891666667,0.6747026236,1.70531256275,1.42374621233333,0.181268288,-0.1390934626,0.3984306822,-0.131712621,2.191376387,0.948594377,1.164394251,-0.238362345,3.2833711415
"ACH-000924","NCIH2172_LUNG",0.116498135,0.067921026,0.190853918,-0.20074711,-0.115663465,-0.025784426,0.050452965,-0.097484769,0.185620695,0.226786195,0.165954307,0.0026440335,-0.356844425,0.8202069316,0.3392914625,-0.45322909,-1.007048802,0.612328964,-0.2828956112,-0.103070537,0.138898161,-0.7518352325,0.0206993734,-0.3060174222,0.0867794266666667,-0.0485193045,-0.062298866,-0.132823571,0.553544545,0.04487310725
"ACH-000961","ISHIKAWAHERAKLIO02ER_ENDOMETRIUM",-0.014704386,0.136184652,-1.088864116,0.140301847,-0.029245284,NA,-0.200536646,0.517264773,0.703310441,-0.5444685045,0.008234128,0.1847178535,0.039969195,-0.5344132872,-0.2379086525,-0.159914048666667,-0.2986293055,-0.679913484833333,-0.3941042872,-0.3547309235,-0.609323745666667,-0.087866908,-0.0923345822,-0.0674311122,NA,-0.4655902865,-0.097519829,-0.348697403,NA,-1.14904886825
"ACH-000628","NCIH596_LUNG",0.167784432,0.556961759,0.215821408,-0.092940615,-0.014447814,NA,-0.047664718,0.151989727,0.48652532,-0.7350061805,0.0626239115,0.1204811185,0.0343011205,0.038230437,-0.016328886,-0.166917431,-0.89816444,-0.343030884333333,-0.4240937622,0.28669254825,0.158839959666667,0.241805944,0.0289718196,-0.139289454,NA,0.0789644695,0.198753411,-0.38681763,NA,-0.09602987825
"ACH-000945","NCIH650_LUNG",-0.116862017,-0.050615231,0.021534122,-0.410848211,-0.05604259,-0.311606344,0.272264529,0.226750204,0.75993279,0.407049228,0.0182451845,-0.748712749,-0.372289533,0.009016184,-0.284945736,-0.100105005,0.062548361,-0.375677621166667,0.0563610098,-0.15852438225,0.187574407666667,-0.4161522835,-0.0758582276,-0.3688858336,0.342229465,-0.5278147705,-0.229881738,-0.2998113585,1.030445047,-0.19342866675
"ACH-000677","SW1573_LUNG",0.175113735,-0.00010903,0.150997226,0.171037937,0.169031964,NA,-0.051775928,0.322162414,0.666587609,-0.0745485945,0.137575188,-0.066080503,-0.229005985,-0.5210505552,-0.13698706125,0.204081157,0.122300705,-0.323384579333333,-0.3270201494,-0.14304752825,-0.344339138333333,0.133382514,0.2464895536,-0.2859605058,NA,-0.509425963,-0.087294716,-0.332327437,NA,-0.72106490275
"ACH-000646","OVMANA_OVARY",-0.446231409,-0.47078889,-0.428774458,-0.925580955,-0.295602222,NA,-0.287409045,-0.369655028,0.03787464,-0.4396618915,-0.448975321,-0.4253049455,-0.244632859,-0.5007922232,-0.319324351,-0.582720600333333,-0.278745826,-0.0636889618333333,-0.9040100704,-0.72701702825,-0.000586917000000006,-0.642144113,-0.3031909052,-0.5770967468,NA,-0.5100580895,-0.4771616865,-0.876795887,NA,-0.4312752535
"ACH-000400","SKCO1_LARGE_INTESTINE",0.044819381,-0.212705044,-0.095939837,-2.968729564,-0.039349012,0.246266526,-0.015771928,0.106882589,0.23555171,-0.4185882625,0.228381362,0.0810672685,-0.5835014565,-0.0604737192,-0.2790999365,0.000999051333333334,0.7507550785,0.0490371173333333,-0.6682397698,-0.599986273,-0.502821305666667,-1.094432078,0.1025142554,-0.817343522,-0.666991886333333,-1.4714410315,-0.2617655675,-1.4937554995,-1.432815588,-1.76028103075
"ACH-000053","KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.130797448,-0.732580959,-0.09809274,-0.177874135,-0.237593046,NA,-0.200646884,-0.61763534,-1.313218105,0.218592425,-0.2427552035,-0.6995062925,-1.107125793,0.6636274258,-0.1551414535,-0.561691134333333,-0.3110994875,0.517045665666667,0.0962966702,0.26157394425,0.083237178,0.316005646,-0.0862097912,-0.519705896,NA,0.329885597,-0.0213170155,0.195865521,NA,1.12236642975
"ACH-000332","YAPC_PANCREAS",0.077538209,0.205483462,0.181686729,0.006292543,0.083405714,NA,0.04335573,-0.52667425,-0.831009223,-0.230412673,-0.0448590915,0.0703622985,-0.3694152835,-0.2293601456,0.09484227525,0.175572092666667,-0.2449182415,-0.0942033693333333,NA,-0.21518121125,-0.253537292,-0.1903231475,0.2212140832,-0.527073242,NA,-0.277791806,0.029350617,-0.3731729995,NA,NA
"ACH-000547","HT1197_URINARY_TRACT",-0.018794507,-0.183506418,-0.225764886,-0.247354142,0.029651209,NA,-0.102234518,0.356038986,0.709558441,-0.6584156075,-0.4156966835,-0.3340308165,0.622428537,-0.3007276822,0.00816171525000001,0.176677014333333,-0.0125159045,-0.0635052063333333,-0.3279914174,-0.54999019275,-0.591889836666667,-0.8225354,0.062722074,-0.7060220622,NA,-0.927913781,-0.1555642505,-1.088591259,NA,-1.2576565725
"ACH-000740","A253_SALIVARY_GLAND",0.166154318,-0.386097876,-2.270091509,0.36130968,-0.042834759,0.524097481,-0.073883884,-0.102604915,-0.186155006,-0.362773543,-0.14343466,0.3445166685,-0.056860362,-0.2526773932,0.346478639,0.292383272333333,-0.9083406725,-0.549972329666667,-0.0471984524,0.3708252805,0.390643334333333,-0.368453779,0.00202782119999999,-0.2368300914,0.313704242333333,0.0989041935,0.49119314,-0.5247332465,1.206001327,-0.01589779425
"ACH-000840","HCC366_LUNG",0.047244389,-0.676819149,-1.261109744,NA,0.309327359,NA,0.119063546,NA,NA,-0.642701508,-0.2640319475,0.00042019900000001,0.2517376065,NA,NA,-0.0165796413333333,-0.544646284,NA,NA,NA,NA,-1.1592583485,0.00108261639999999,-0.7266162158,NA,-1.4508178165,-0.6128084365,-0.57619449,NA,NA
"ACH-000244","DKMG_CENTRAL_NERVOUS_SYSTEM",-0.145994129,0.299968824,0.557348074,-0.094152662,0.027230409,-0.558780092,-0.056610384,0.086964222,0.376315389,0.055302048,0.029936727,0.338688377,0.100389629,-0.2936202762,-0.07744775325,-0.214954325333333,0.3132030535,-0.620936091166667,-0.1123826366,0.08737651025,0.355227660666667,0.3252790235,0.1006296908,0.239208631,-0.764667852,-0.20405902,-0.4033769175,0.110330113,-2.116027987,-0.268997861
"ACH-000907","SNU349_KIDNEY",-0.555971737,0.131165072,0.029580585,NA,-0.018359699,0.050238668,-0.054330665,0.343167258,0.271022916,-0.265276212,0.042233641,0.0685120975,0.259401979,-0.4681132578,0.556452615,0.0825550556666666,0.3885939285,0.341119224,0.0583969656,-0.577357358,-0.49492583,0.6826676605,0.1738347818,0.1411808846,-0.582478535,0.484251315,-0.2625935765,0.3189549175,-0.891655657,-0.59140098625
"ACH-000834","UMUC1_URINARY_TRACT",-0.1407487,0.657181129,1.41276182,-0.134533195,-0.010110289,-0.058805085,0.009474305,-0.073817312,-0.505610858,-0.517221869,-0.6988948515,0.4345919505,0.3792576435,-1.4134046392,-1.410454528,-0.39360073,0.7997677285,0.636631170333333,-1.2487435362,-1.589002292,-2.207189784,0.8436779765,-0.1907537996,0.3673181396,0.764900188,0.8276540425,0.388668333,0.474271897,2.224128189,-0.7778502845
"ACH-000944","NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.081817031,-0.175715096,-0.177791089,0.434741971,0.092883028,0.129929314,0.372804271,0.109296923,-0.128505069,0.226052489,0.553997785,0.136367302,0.2713599635,0.2206520812,-0.4242484425,0.499804745333333,0.8601965835,0.6708149005,0.4723359212,0.25345170475,-0.29438749,-0.25753835,0.1217591816,0.2503364942,0.894348553,0.920944142,0.565649664,0.429830704,2.533973207,0.97278482975
"ACH-001075","NCIH292_LUNG",0.148956685,-0.257185059,-0.276568445,-0.351740432,-0.078036909,NA,-0.185813971,-0.049703973,-0.003684952,-0.3869629825,-0.2370396995,-0.3207121795,0.011550619,-0.0560970348,-0.05663020875,-0.170801846333333,-0.134196711,-0.0779153678333333,-0.385570805,-0.5786024725,0.268334206,-0.5749055145,0.045891838,-0.6491197408,NA,-0.783586924,-0.283873827,-0.900244399,NA,-0.6542371335
"ACH-000520","59M_OVARY",0.157071919,0.339026968,0.209314932,-0.678721299,0.051753328,0.084024625,0.089526717,0.566370821,1.250181149,0.3064409155,0.421104466,0.2654614845,0.1203880475,-0.199251482,0.1839189395,0.0384121616666667,-0.2875040955,-0.5748173425,-0.2383008612,0.04204199025,-0.672569505,0.6720013145,0.3755100166,0.3386484746,-0.903700440666667,0.435212033,0.2110687375,0.6493740155,-3.561562762,-1.44239888925
"ACH-000040","U118MG_CENTRAL_NERVOUS_SYSTEM",0.105955137,0.49687213,0.97307831,0.727531665,0.10944316,0.199673636,0.22930385,-0.016612203,-0.243462332,0.598042491,0.1898366875,0.271153519,0.0437294155,0.7678347022,0.21057279075,-0.0101482986666667,0.239624955,0.783293265333333,0.6034750482,0.4616303905,0.787702896666667,0.8278302065,0.1293229004,0.6429140274,1.56129391866667,0.7824053515,0.3711814415,0.8114323645,3.883464847,1.69912384925
"ACH-000712","HCC1833_LUNG",0.431379854,-0.043246167,-0.303303124,-4.366845346,0.233406838,0.37329156,0.2339468,0.206650222,-0.486239671,-0.133865707,0.0703272445,0.5160653625,0.257521328,-0.1906744864,0.43845730025,0.52581221,-0.3231821045,-0.112378297166667,0.4555493852,0.411285385,0.242402975,-0.207235052,0.1961684788,0.0049567916,0.886501563666667,0.1814296635,0.4027863585,-0.11394668,2.444684661,0.5610746045
"ACH-000833","RH30_SOFT_TISSUE",-0.075524911,-0.197752093,0.321341722,0.231886215,-0.186757875,NA,-0.133986958,-0.097404776,-0.098381933,0.1662914645,0.081673347,0.343111069,-0.2286238985,0.3219619026,-0.3412616555,-0.681888385666667,0.1993051335,0.437775585666667,-0.00504306039999997,-0.30983284125,0.307645569666667,0.533815444,-0.299075172,0.6575821424,NA,0.6737997425,-0.05631186,0.9342412845,NA,0.92183388875
"ACH-000720","TCCSUP_URINARY_TRACT",0.072135734,0.287548931,0.43329677,-2.588081893,0.126018211,-0.088835544,-0.033556889,0.190169402,0.162885202,-0.1135985735,0.089873609,0.052918724,0.26999636,0.2345472218,0.191545711,-0.081057294,0.2599426105,0.3602402095,-0.2623525018,-0.18698181875,0.478164412666667,-0.2625441985,0.1315492386,-0.1168908702,0.583774953,-0.347593278,0.063882566,-0.3066138285,1.541600828,-0.16984689525
"ACH-000736","SNU601_STOMACH",-0.025677036,-0.123414256,-0.007771193,0.230415667,-0.229027465,NA,-0.271307092,-0.227930533,-0.02258047,0.0303446975,0.00498409050000001,0.280314264,-0.4269315565,-0.7392662054,-0.2707561295,0.0580865186666667,-0.004109898,-0.103449031166667,-0.079547122,-0.46000392025,-0.190116106666667,-0.5528624295,-0.514611689,0.2489513154,NA,0.8188195755,0.2444976325,0.322694119,NA,0.29613049675
"ACH-000518","CAL33_UPPER_AERODIGESTIVE_TRACT",-0.119776269,-0.22792238,-0.946992162,-1.165366844,-0.131143401,0.073309682,-0.091503565,-0.449486527,-0.743159228,0.1345155575,0.1434019585,0.0707127735,-0.4691730625,0.2130117668,0.21190369375,0.020283253,-0.0583101535,0.167013811833333,0.3521903656,0.387537153,0.348333889,-0.196056284,-0.026866607,-0.0997730158,-0.898160115,0.1377698395,0.189721569,-0.1763779555,-2.445627893,0.87532047925
"ACH-000344","SNU668_STOMACH",0.30853948,0.119306719,-0.179091226,-0.294385647,0.026247014,NA,0.052632313,0.008108907,0.572557902,-0.55620609,-0.3465585665,0.2159733955,0.680407106,0.1858616154,0.29083689375,0.276591976333333,-0.197709719,0.5682008185,-0.1315793262,-0.32976358825,0.343675119333333,-0.1627995635,0.0428283806,-0.110501868,NA,-0.0102853105,0.159219858,-0.2915931865,NA,-0.0159332145
"ACH-000257","CORL279_LUNG",-0.118885291,0.419194802,0.294411851,0.434588704,0.245540104,0.297224313,0.13186219,0.063853014,-0.277924286,0.219063514,0.313739496,0.2796084215,-0.044244161,0.0047367242,-0.19089204875,0.176235094666667,0.402979318,0.069039721,0.3853436758,0.337597057,-0.118480328,0.4719493975,0.012712068,0.4833345992,-1.05965873466667,0.609728659,0.2595774815,0.3423202105,-3.16331427,0.68528115075
"ACH-000738","GB1_CENTRAL_NERVOUS_SYSTEM",0.180207336,0.216356013,0.615058611,-1.996639236,-0.048077492,0.774570106,0.014623676,-0.189584996,-0.467129536,0.5259079495,0.097258246,-0.10732444,0.155376732,0.0153995324,0.0850995755,0.118306371333333,0.7984218995,0.339221855166667,-0.078597832,-0.1674394075,0.906315206333333,1.3489643835,0.3249876936,0.4830854548,-0.183627261,0.6828069815,0.4083047475,0.469129144,-0.940135603,0.33059277075
"ACH-000524","KURAMOCHI_OVARY",0.018376398,0.54686568,0.255944109,0.12409582,0.146673343,NA,-0.0557626,0.517114661,1.078676177,-0.300999517,0.052276834,0.0828412935,0.2972005555,0.232147623,0.2700515985,-0.0243318816666666,-0.3387154575,-0.0886934093333333,0.2728143316,0.75467654975,0.056029412,0.389611918,0.474785262,-0.2664128284,NA,0.657335457,0.50190871,0.271101104,NA,0.632046922
"ACH-000864","COLO684_ENDOMETRIUM",-0.057962655,0.762478422,0.156714317,0.574510311,0.08358206,-0.152072601,0.014732652,0.115252886,-0.158263194,-0.215370851,0.1046383555,0.311248067,0.6790573025,-0.5631182576,-0.1948694545,0.089195566,0.388101691,-0.323593241166667,0.0937315638,-0.14157068175,-0.542492447333333,0.684126188,-0.117328657,0.7428082818,0.438282749666667,-0.0321447535,-0.470723032,0.9966004215,0.198803963,-0.27884566775
"ACH-000407","SNU685_ENDOMETRIUM",-0.35976081,-0.408924133,-0.821825644,-0.2273957,-0.167065738,NA,-0.23700149,0.206668512,0.360462014,-0.6461323615,-0.1029285125,-0.1130072235,-0.180208185,-0.2554148216,-0.13092899275,-0.193964853333333,-0.189876844,-0.30947957,-0.4617701108,-0.32408591,-0.0276897483333333,0.3846405315,-0.046756533,-0.2162977674,0.0180521526666667,-0.476014653,-0.287551488,-0.329097193,0.335424514,-0.695675633
"ACH-000316","SNU886_LIVER",0.081183499,0.075130946,0.181316311,1.049937076,0.102041038,0.000936174,0.005238874,0.081498741,0.166840689,-0.128003492,-0.1172816475,0.013287971,0.19542878,0.248801523,0.369209784,-0.0763554633333333,0.0865422905,0.212178673166667,-0.2158013082,0.3068667045,0.343246035,-0.465462134,-0.0846143512,-0.1161978578,-0.739245455333333,-0.0512141565,0.018091565,-0.087194892,-2.181958025,-0.05339863025
"ACH-000110","NCCSTCK140_STOMACH",-0.046216197,0.906633923,0.22597407,-0.436858729,-0.025398786,-8.923471056,-0.061369145,-0.006207006,-1.603977299,-0.2222266455,0.0302202595,0.1751068135,0.3558639055,-0.1477869408,-0.06859946875,-0.053962956,-0.516317552,-0.172097492666667,-0.3493630934,-0.097604814,0.284118469333333,-0.4192657905,-0.1645738754,0.1324532924,-0.514083361666667,0.5098908875,0.2906133835,0.2366800445,-1.577055166,-0.02740193
"ACH-000109","NCIH3255_LUNG",-0.224351054,0.292987518,0.116667025,-0.311768425,-0.036966244,-0.111934655,0.074790022,-0.561198636,-1.523554907,0.4424527335,-0.1405302195,-0.266237953,0.1325392885,-0.0799375518,-0.552051492,-0.095887262,0.6173972125,0.108109673166667,-0.203050116,-0.523468911,-0.260645078333333,-0.089562606,0.058988989,-0.0275244916,-0.192380200333333,0.200558658,0.087364122,-0.142618145,-0.065515239,-0.395410583
"ACH-000898","SNU719_STOMACH",0.024561304,0.646927951,0.659201,-2.17078718,0.045813265,-0.088493352,3.62e-05,0.025258546,0.404366777,0.144260384,0.34349025,0.37286449,-0.068996518,-0.533891083,-0.35092750925,0.203441381,0.5036582045,-0.0990207145,-0.2222736976,-0.480944201,-0.188982703333333,-0.095835303,-0.305043101,0.5833564222,0.184705115666667,0.4782500695,0.069641761,0.6867387425,-0.002145521,-0.43517319725
"ACH-000543","SNU489_CENTRAL_NERVOUS_SYSTEM",-0.0756682,-0.047179566,-0.151574776,-0.221548467,-0.068061608,NA,-0.052213773,-0.161830347,-0.410718733,-0.055331618,-0.2429691225,-0.0863000415,-0.3271637125,-0.0673798988,0.113211897,-0.00427755233333332,-0.2859674,-0.680845041833333,-0.0680365818,0.2792705475,0.340786262666667,0.078434377,-0.1206914832,-0.1326405638,NA,0.131974606,-0.0804642755,0.064208431,NA,-0.45424820475
"ACH-000991","SNU81_LARGE_INTESTINE",0.020200272,-0.163615114,-0.316057572,0.016365891,-0.041878356,-0.310129551,-0.074740975,0.363581385,0.527823381,-0.458032879,0.0060762065,0.2533772715,0.3528842125,-0.7305072038,-0.5334294045,0.168290637,0.6218974935,-0.275352417166667,-0.2195728366,-0.982197197,-0.931397851,-0.778777491,-0.4273587652,0.1775696934,0.0592545476666667,-0.767729069,-0.3585531885,-0.436036103,0.231484088,-1.358843572
"ACH-000788","A2058_SKIN",-0.067401062,-0.196335111,-0.483057605,0.484487988,0.030017944,0.432321386,-0.211925725,0.179877597,0.110170056,-0.094858091,-0.1213115125,-0.050286913,-0.107091499,0.1358303508,-0.10229968225,-0.39901704,-0.1996955465,-0.0205848888333333,-0.1531888726,0.0718656655,0.07045818,-0.2221706015,-0.369920121,0.1316326742,-0.209790243666667,0.0375612035,0.0098537265,-0.032347661,-0.509260455,0.2339681735
"ACH-000999","SNU1040_LARGE_INTESTINE",0.236156499,-1.407350059,-1.066425293,0.385542833,0.132138316,0.236513809,0.212475723,0.396273478,0.370292648,0.380674014,0.330592729,-0.0123447565,-0.3698231655,0.0987181058,0.1657025335,0.413163235666667,0.482701819,0.0534669146666667,0.537536139,-0.17622908225,-0.176276937333333,0.145391774,0.1597557442,0.0300404938,0.861128672666667,-0.2317708665,0.052382253,-0.0071222225,2.029324224,-0.3966397415
"ACH-000549","SNU1076_UPPER_AERODIGESTIVE_TRACT",-0.463105683,-0.298980764,-0.4612286,NA,0.114091848,0.030666543,0.000636883,-0.227965344,-0.487252873,0.396819174,0.079067449,-0.5204166265,-0.6104998025,-0.0457034872,0.5162752715,0.023441229,-0.834259226,-0.166061004,0.0139131732,-0.131179362,0.281398778666667,0.6052206065,0.5102711562,-0.530194836,-0.307572187333333,-0.139327633,0.1442613275,-0.265281811,-0.959330861,-0.21142753875
"ACH-000989","SNU175_LARGE_INTESTINE",0.195038178,-1.477436355,-0.842632565,0.391921766,0.033673345,-5.803053353,-0.062047733,0.362779673,-1.043289552,-0.0135927265,0.3886251495,0.4742815445,-0.2025205975,-0.4740369888,0.04942126925,0.240126965666667,-0.52898473,-0.978788325833333,-0.319199239,0.2145257795,-0.718017198666667,0.052448322,-0.2413004862,0.520997163,-2.030031839,0.6437128165,0.3327022995,0.451058653,-6.370191789,-1.5636465495
"ACH-000955","SNU407_LARGE_INTESTINE",-0.034607842,-1.482833773,-1.163784025,-4.521079655,-0.243780847,0.144603502,-0.528906491,-0.341441366,0.148622306,0.2228898775,0.0091916865,0.0094317275,-0.086332583,0.0207135998,0.0209679745,-0.421648072333333,-0.4926191775,0.361339370666667,-0.2122647004,-0.6676770095,0.483679207,-0.137214793,-0.2405697894,0.2477561556,-0.443045414,0.4041569005,0.0211351475,0.17022195,-0.903536636,0.487446245
"ACH-000623","SNU201_CENTRAL_NERVOUS_SYSTEM",-0.023588394,0.473219285,0.420181008,0.110583581,0.076501488,NA,-0.003533306,-0.011233498,-0.405836702,-0.1205674085,0.010665278,0.0780764935,0.00440079,0.1131886456,0.05417214425,0.162754683666667,0.241132056,-0.203484302166667,0.221407338,0.57163512725,0.696937354666667,0.8358643735,0.2333761546,0.089999656,NA,0.654290271,0.198408209,0.6325320625,NA,0.6275808705
"ACH-000426","KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.036028563,-0.113236972,0.526427918,0.527002147,-0.192091345,0.012369764,0.006318634,-0.821547757,-1.365805724,0.1599508975,0.027247084,0.134160973,-0.0410442065,-0.4787164816,-0.134659354,0.260100039,0.4949414715,-0.289840975666667,-0.430493603,0.00325359274999999,-0.185153524666667,0.100721536,0.002123144,0.1502913696,-0.127086640666667,0.120738624,-0.0549371425,0.2478450435,-0.525598476,-0.817980827
"ACH-000466","SNU216_STOMACH",-0.140649518,-0.948577822,-0.885888551,-0.307418911,-0.273233143,NA,-0.172128192,-0.511653761,-0.404476929,0.50367087,0.11572015,-0.35830326,-1.137196924,0.0442448128,-0.0638054695,-0.369481220333333,-0.013125026,0.125909203833333,-0.3218153806,-0.244464693,0.346427994333333,0.2880194415,-0.013067648,-0.222168241,NA,0.096052388,0.0288495885,-0.0017762235,NA,0.0941237645
"ACH-000461","SNU1196_BILIARY_TRACT",-0.322765905,-0.005444094,-0.126000672,-0.098654621,-0.418870855,NA,-0.160201987,-0.612049322,-1.025461807,-0.2441593345,-0.2614995485,0.09662483,-0.023517453,-1.0339830616,-0.5829350135,-0.0573715146666667,0.2527100445,-0.533436034833333,-0.296247037,-0.45471111125,-0.473434551666667,-0.9545355635,-0.4358976554,-0.1189371724,NA,0.646405181,0.0168574315,0.5698554115,NA,-0.18816241925
"ACH-000209","SNU1079_BILIARY_TRACT",-0.083331534,0.530468463,0.699631712,-0.175420114,-0.000457138,-0.298000847,0.028293199,0.116631172,0.136096368,-0.9921578625,-0.3730187795,0.0646036075,0.55790343,-0.334681579,-0.0837772265,0.0407561163333333,0.0886778825,-0.249493981333333,-0.3066432966,-0.27913598775,0.181642923,-0.5652675025,-0.1056055976,-0.4175692452,-1.22381865666667,-0.1114919355,0.0349863825,-0.164610092,-3.635192422,-0.4732257165
"ACH-000868","HCC1195_LUNG",-0.281713622,-0.27343826,0.758086643,-2.253980862,-0.113773419,NA,0.025374715,-0.282621871,-0.67537071,-0.589233837,-0.7560750375,-0.8088032235,0.4551953295,-0.5658731204,-0.22186255,-0.124275440666667,0.5871467325,NA,NA,-1.1808906725,-0.496601438666667,-0.7683088275,0.1809776162,-1.1678678546,NA,-1.2218064205,-0.605816939,-0.4873672865,NA,NA
"ACH-000710","NCIH854_LUNG",-0.240389598,-0.283503358,-0.489558542,-0.208929153,-0.445008437,NA,-0.418614858,-0.246673724,0.049006858,0.011356018,-0.16655499,-0.2578807365,-0.8758434695,-0.7304511438,-0.43814468375,-0.411567970666667,-0.2384362155,-0.527690926666667,-0.4132044176,-0.52679860825,-0.228144278666667,0.3578566215,-0.4916639632,0.1192373406,NA,0.2926741425,-0.0900235835,0.1623529705,NA,-0.22684603
"ACH-000289","SNU466_CENTRAL_NERVOUS_SYSTEM",-0.05145855,0.49591332,0.040337973,-0.233740219,-0.141510347,NA,-0.065271567,0.089877862,-0.029427538,-0.7329776565,-0.049293941,0.2193816345,0.12322151,-0.271301185,-0.1740341455,-0.0857722666666667,0.2873898345,-0.5688200605,-0.3163309676,0.05294990075,0.127786054666667,-0.251703266,-0.1837138526,-0.092834835,NA,-0.2561974595,-0.130418516,-0.471188556,NA,-0.666059449
"ACH-000762","YD38_UPPER_AERODIGESTIVE_TRACT",0.032911541,-0.749731225,-0.379428196,-0.374969375,0.019265239,NA,-0.020384633,-0.279423507,-0.335904152,0.5691325845,0.0069011735,-0.559758696,-0.4616164915,0.4732382374,0.21154476675,-0.183227193,-0.6784607745,0.516855429833333,0.1732089158,0.16185769975,0.233740636333333,0.40813128,0.1437744138,-0.1586584736,NA,0.224063203,0.304690613,-0.1960773425,NA,1.002515685
"ACH-000368","SNU1105_CENTRAL_NERVOUS_SYSTEM",-0.041228409,-0.177735546,0.1704461,0.438670114,-0.003760938,-0.14339784,0.09452015,-0.259281598,-0.530171924,-0.0098703365,-0.068585461,-0.1742573975,-0.579129436,0.2131557036,0.11495078775,0.109380943333333,0.0356524335,0.115798531833333,0.2901382298,0.381710345,0.838444283666667,0.7633579,0.020424285,-0.0478181774,0.489146051,0.085182061,-0.134651593,0.1409869025,1.625131656,1.06565680125
"ACH-000708","SNU283_LARGE_INTESTINE",-0.656215291,-0.647062882,-0.596642889,-0.900455943,0.07208425,-10.58185862,0.14064328,-0.201904094,-0.339090653,-0.3287831015,-0.1275118085,-0.373657423,-0.9221219345,-0.206468603,-0.11666279825,-0.229249582333333,-0.1475897015,0.149660897166667,-0.804663306,-0.96066427175,-0.579927105333333,-1.3419436625,-0.674104709,-0.563502463,-1.26551324933333,-0.900499174,-0.5103278655,-0.521297577,-3.534287211,-1.556466798
"ACH-000500","SNU46_UPPER_AERODIGESTIVE_TRACT",-0.558270989,-0.30554847,-0.230151836,-0.534524279,-0.34574112,-0.053385825,-0.295584136,-0.299449065,-1.888551557,-0.7710330665,-0.1344655355,-0.286291352,-0.3896589805,-1.2096906272,-0.92108549275,-0.125197985333333,0.2134458005,-0.931499334666667,NA,-0.99874160475,-1.044564359,-0.9245610145,-0.246338918,-0.7560650616,-0.423335279333333,-0.5197394905,-0.466518111,-0.305388126,-0.765672345,NA
