CCLE_ID,depMapID,CCLE.hc.msi_del,CCLE.hc.total_del,CCLE.wes.msi_del,CCLE.wes.total_del,CCLE.wgs.msi_del,CCLE.wgs.total_del,GDSC.wes.msi_del,GDSC.wes.total_del,GDSC.msi.call,CCLE.MSI.call
DMS273_LUNG,ACH-000749,76,106,NA,NA,9262,21890,691,1065,MSS/MSI-L,inferred-MSS
CORL311_LUNG,ACH-000187,107,142,305,510,8302,19541,624,948,MSS/MSI-L,inferred-MSS
NCIH2286_LUNG,ACH-000912,42,62,364,653,10649,24136,NA,NA,NA,inferred-MSS
NCIH1339_LUNG,ACH-000921,93,146,573,1076,22271,52461,NA,NA,NA,inferred-MSS
WM793_SKIN,ACH-000827,48,71,296,514,NA,NA,696,1108,MSS/MSI-L,inferred-MSS
A704_KIDNEY,ACH-000429,125,189,NA,NA,29614,66543,1426,2408,MSS/MSI-L,inferred-MSS
MDAMB435S_SKIN,ACH-000884,32,44,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
WM1799_SKIN,ACH-000661,29,40,231,367,NA,NA,NA,NA,NA,inferred-MSS
MEWO_SKIN,ACH-000987,51,79,NA,NA,NA,NA,786,1236,MSS/MSI-L,inferred-MSS
WM88_SKIN,ACH-000899,32,49,272,470,NA,NA,NA,NA,NA,inferred-MSS
NCIH2081_LUNG,ACH-000394,60,85,NA,NA,8665,20490,766,1160,MSS/MSI-L,inferred-MSS
HS255T_FIBROBLAST,ACH-000199,NA,NA,355,660,NA,NA,NA,NA,NA,inferred-MSS
NCIH1092_LUNG,ACH-000514,45,69,NA,NA,9899,23114,668,1043,MSS/MSI-L,inferred-MSS
SW837_LARGE_INTESTINE,ACH-000421,35,55,NA,NA,NA,NA,575,907,MSS/MSI-L,inferred-MSS
JHH6_LIVER,ACH-000217,69,98,NA,NA,NA,NA,791,1240,MSS/MSI-L,inferred-MSS
IGR1_SKIN,ACH-000882,65,101,NA,NA,NA,NA,808,1277,MSS/MSI-L,inferred-MSS
NCIH1105_LUNG,ACH-000780,56,84,NA,NA,9598,22436,813,1222,MSS/MSI-L,inferred-MSS
NCIH1436_LUNG,ACH-000830,48,63,476,773,9778,21550,782,1236,MSS/MSI-L,inferred-MSS
NCIH1876_LUNG,ACH-000586,61,86,NA,NA,8288,19121,918,1384,MSS/MSI-L,inferred-MSS
CORL24_LUNG,ACH-000382,37,50,230,414,8804,20510,NA,NA,NA,inferred-MSS
COV644_OVARY,ACH-000608,69,94,NA,NA,11602,25695,NA,NA,NA,inferred-MSS
PECAPJ15_UPPER_AERODIGESTIVE_TRACT,ACH-000619,20,33,NA,NA,NA,NA,541,859,MSS/MSI-L,inferred-MSS
CORL88_LUNG,ACH-000508,32,50,NA,NA,9570,22052,638,999,MSS/MSI-L,inferred-MSS
CORL95_LUNG,ACH-000743,54,84,274,468,NA,NA,712,1103,MSS/MSI-L,inferred-MSS
PECAPJ49_UPPER_AERODIGESTIVE_TRACT,ACH-000735,65,106,316,559,NA,NA,NA,NA,NA,inferred-MSS
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,ACH-000606,54,79,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
CORL51_LUNG,ACH-001047,28,41,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
RT11284_URINARY_TRACT,ACH-001183,82,120,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,ACH-000732,70,112,290,534,NA,NA,NA,NA,NA,inferred-MSS
OV7_OVARY,ACH-000688,83,111,NA,NA,12553,27468,673,1115,MSS/MSI-L,inferred-MSS
HT55_LARGE_INTESTINE,ACH-000926,15,28,244,382,NA,NA,635,993,MSS/MSI-L,inferred-MSS
OAW42_OVARY,ACH-000704,44,66,NA,NA,12318,27811,771,1156,MSS/MSI-L,inferred-MSS
MDST8_LARGE_INTESTINE,ACH-000935,69,100,NA,NA,NA,NA,690,1075,MSS/MSI-L,inferred-MSS
OAW28_OVARY,ACH-000116,35,43,NA,NA,NA,NA,610,958,MSS/MSI-L,inferred-MSS
SUIT2_PANCREAS,ACH-000652,91,126,NA,NA,15425,33514,492,795,MSS/MSI-L,inferred-MSS
LC1SQSF_LUNG,ACH-001113,89,124,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000263,87,131,NA,NA,NA,NA,725,1114,MSS/MSI-L,inferred-MSS
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000226,22,37,374,664,NA,NA,650,1090,MSS/MSI-L,inferred-MSS
SKHEP1_LIVER,ACH-000361,67,92,NA,NA,10099,23684,886,1282,MSS/MSI-L,inferred-MSS
OVCAR8_OVARY,ACH-000696,46,68,NA,NA,9127,20157,900,1305,MSS/MSI-L,inferred-MSS
NCIH2172_LUNG,ACH-000924,105,159,614,1100,NA,NA,1104,1843,MSS/MSI-L,inferred-MSS
NCIH596_LUNG,ACH-000628,67,92,NA,NA,10175,23012,711,1113,MSS/MSI-L,inferred-MSS
NCIH650_LUNG,ACH-000945,67,96,NA,NA,11145,26260,674,1070,MSS/MSI-L,inferred-MSS
SW1573_LUNG,ACH-000677,57,79,244,414,NA,NA,651,995,MSS/MSI-L,inferred-MSS
OVMANA_OVARY,ACH-000646,52,74,381,670,NA,NA,NA,NA,NA,inferred-MSS
SKCO1_LARGE_INTESTINE,ACH-000400,96,133,266,452,12088,27013,774,1174,MSS/MSI-L,inferred-MSS
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000053,46,85,NA,NA,11790,26259,855,1322,MSS/MSI-L,inferred-MSS
YAPC_PANCREAS,ACH-000332,34,54,NA,NA,NA,NA,962,1488,MSS/MSI-L,inferred-MSS
HT1197_URINARY_TRACT,ACH-000547,98,137,NA,NA,NA,NA,834,1278,MSS/MSI-L,inferred-MSS
A253_SALIVARY_GLAND,ACH-000740,51,72,NA,NA,NA,NA,854,1342,MSS/MSI-L,inferred-MSS
HCC366_LUNG,ACH-000840,44,70,268,460,NA,NA,651,1012,MSS/MSI-L,inferred-MSS
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,37,66,NA,NA,NA,NA,774,1209,MSS/MSI-L,inferred-MSS
UMUC1_URINARY_TRACT,ACH-000834,128,188,596,1088,NA,NA,NA,NA,NA,inferred-MSS
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000944,111,167,830,1550,NA,NA,1269,2129,MSS/MSI-L,inferred-MSS
NCIH292_LUNG,ACH-001075,143,227,NA,NA,NA,NA,1120,1914,MSS/MSI-L,inferred-MSS
59M_OVARY,ACH-000520,60,81,NA,NA,10107,22333,NA,NA,NA,inferred-MSS
U118MG_CENTRAL_NERVOUS_SYSTEM,ACH-000040,77,103,NA,NA,NA,NA,744,1175,MSS/MSI-L,inferred-MSS
VMRCLCD_LUNG,ACH-001233,77,109,NA,NA,NA,NA,606,934,NA,inferred-MSS
HCC1833_LUNG,ACH-000712,64,87,NA,NA,9080,20403,NA,NA,NA,inferred-MSS
RH30_SOFT_TISSUE,ACH-000833,91,129,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
TCCSUP_URINARY_TRACT,ACH-000720,NA,NA,NA,NA,NA,NA,717,1153,MSS/MSI-L,inferred-MSS
SNU601_STOMACH,ACH-000736,78,108,403,669,NA,NA,NA,NA,NA,inferred-MSS
CAL33_UPPER_AERODIGESTIVE_TRACT,ACH-000518,67,99,NA,NA,NA,NA,778,1201,MSS/MSI-L,inferred-MSS
SNU668_STOMACH,ACH-000344,23,40,357,600,NA,NA,NA,NA,NA,inferred-MSS
CORL279_LUNG,ACH-000257,56,82,NA,NA,8527,20118,672,1057,MSS/MSI-L,inferred-MSS
GB1_CENTRAL_NERVOUS_SYSTEM,ACH-000738,71,106,NA,NA,14559,32516,780,1242,MSS/MSI-L,inferred-MSS
KURAMOCHI_OVARY,ACH-000524,24,36,NA,NA,NA,NA,712,1096,MSS/MSI-L,inferred-MSS
COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001043,62,99,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
GRM_SKIN,ACH-001072,87,118,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
SNU685_ENDOMETRIUM,ACH-000407,45,75,272,487,NA,NA,NA,NA,NA,inferred-MSS
SNU886_LIVER,ACH-000316,50,84,359,690,NA,NA,NA,NA,NA,inferred-MSS
NCCSTCK140_STOMACH,ACH-000110,52,70,274,455,NA,NA,NA,NA,NA,inferred-MSS
NCIH3255_LUNG,ACH-000109,42,54,NA,NA,10958,24326,802,1192,MSS/MSI-L,inferred-MSS
SNU719_STOMACH,ACH-000898,76,107,427,740,NA,NA,NA,NA,NA,inferred-MSS
SNU489_CENTRAL_NERVOUS_SYSTEM,ACH-000543,50,81,355,616,NA,NA,NA,NA,NA,inferred-MSS
SNU81_LARGE_INTESTINE,ACH-000991,65,104,NA,NA,NA,NA,942,1556,MSS/MSI-L,inferred-MSS
A2058_SKIN,ACH-000788,99,129,NA,NA,12090,27353,674,1084,MSS/MSI-L,inferred-MSS
HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001094,41,59,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
SNU1076_UPPER_AERODIGESTIVE_TRACT,ACH-000549,67,100,373,632,NA,NA,NA,NA,NA,inferred-MSS
SNU201_CENTRAL_NERVOUS_SYSTEM,ACH-000623,38,72,402,687,NA,NA,NA,NA,NA,inferred-MSS
KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000426,54,83,332,589,NA,NA,NA,NA,NA,inferred-MSS
SNU216_STOMACH,ACH-000466,44,58,272,435,NA,NA,NA,NA,NA,inferred-MSS
SNU1196_BILIARY_TRACT,ACH-000461,37,61,364,620,NA,NA,NA,NA,NA,inferred-MSS
SNU1079_BILIARY_TRACT,ACH-000209,70,93,401,675,NA,NA,NA,NA,NA,inferred-MSS
HCC1195_LUNG,ACH-000868,84,135,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
NCIH854_LUNG,ACH-000710,47,65,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
SNU466_CENTRAL_NERVOUS_SYSTEM,ACH-000289,73,111,269,504,NA,NA,NA,NA,NA,inferred-MSS
YD38_UPPER_AERODIGESTIVE_TRACT,ACH-000762,55,82,364,647,NA,NA,NA,NA,NA,inferred-MSS
SNU1105_CENTRAL_NERVOUS_SYSTEM,ACH-000368,61,87,301,549,NA,NA,NA,NA,NA,inferred-MSS
SNU283_LARGE_INTESTINE,ACH-000708,51,77,416,713,NA,NA,940,1502,MSS/MSI-L,inferred-MSS
SNU46_UPPER_AERODIGESTIVE_TRACT,ACH-000500,46,66,332,542,NA,NA,NA,NA,NA,inferred-MSS
SNU308_BILIARY_TRACT,ACH-000141,72,105,353,609,NA,NA,NA,NA,NA,inferred-MSS
YD8_UPPER_AERODIGESTIVE_TRACT,ACH-000630,45,75,347,605,NA,NA,NA,NA,NA,inferred-MSS
SNU245_BILIARY_TRACT,ACH-000268,41,68,399,699,NA,NA,NA,NA,NA,inferred-MSS
SNU478_BILIARY_TRACT,ACH-000377,52,81,365,630,NA,NA,NA,NA,NA,inferred-MSS
SNU410_PANCREAS,ACH-000517,54,83,324,538,NA,NA,NA,NA,NA,inferred-MSS
SNU899_UPPER_AERODIGESTIVE_TRACT,ACH-000692,55,75,315,561,NA,NA,NA,NA,NA,inferred-MSS
SNU503_LARGE_INTESTINE,ACH-000683,35,56,317,543,NA,NA,NA,NA,NA,inferred-MSS
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000195,33,64,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
SNU738_CENTRAL_NERVOUS_SYSTEM,ACH-000807,48,67,385,637,NA,NA,NA,NA,NA,inferred-MSS
SNU626_CENTRAL_NERVOUS_SYSTEM,ACH-000370,32,49,348,572,NA,NA,NA,NA,NA,inferred-MSS
SNU869_BILIARY_TRACT,ACH-000182,60,96,350,577,NA,NA,NA,NA,NA,inferred-MSS
SNU878_LIVER,ACH-000686,40,61,264,465,NA,NA,NA,NA,NA,inferred-MSS
SNU840_OVARY,ACH-000280,50,78,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
SNU8_OVARY,ACH-000460,53,81,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
NCIH684_LIVER,ACH-000089,40,61,296,482,NA,NA,NA,NA,NA,inferred-MSS
IGR39_SKIN,ACH-000550,40,63,NA,NA,8750,20011,NA,NA,NA,inferred-MSS
DAOY_CENTRAL_NERVOUS_SYSTEM,ACH-000211,48,66,NA,NA,9369,21825,634,975,MSS/MSI-L,inferred-MSS
HEP3B217_LIVER,ACH-000625,120,176,536,946,NA,NA,935,1504,MSS/MSI-L,inferred-MSS
KYM1_SOFT_TISSUE,ACH-000607,60,100,NA,NA,17034,37957,808,1297,MSS/MSI-L,inferred-MSS
LC1F_LUNG,ACH-000705,52,79,NA,NA,13132,28702,NA,NA,NA,inferred-MSS
HLE_LIVER,ACH-001089,NA,NA,NA,NA,NA,NA,796,1162,MSS/MSI-L,inferred-MSS
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000641,86,130,317,572,NA,NA,870,1376,MSS/MSI-L,inferred-MSS
JMSU1_URINARY_TRACT,ACH-000753,61,82,284,442,NA,NA,NA,NA,NA,inferred-MSS
IMR32_AUTONOMIC_GANGLIA,ACH-000310,70,116,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000656,29,47,326,580,NA,NA,733,1129,MSS/MSI-L,inferred-MSS
T3M4_PANCREAS,ACH-000085,55,75,311,537,NA,NA,NA,NA,NA,inferred-MSS
COLO818_SKIN,ACH-001044,34,48,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
PK45H_PANCREAS,ACH-000468,54,79,304,490,NA,NA,NA,NA,NA,inferred-MSS
CPCN_LUNG,ACH-001049,50,74,NA,NA,NA,NA,922,1399,MSS/MSI-L,inferred-MSS
T3M10_LUNG,ACH-000813,65,101,392,684,NA,NA,NA,NA,NA,inferred-MSS
NUGC2_STOMACH,ACH-000761,60,89,314,551,NA,NA,NA,NA,NA,inferred-MSS
PLCPRF5_LIVER,ACH-001318,106,169,683,1229,27659,63715,NA,NA,NA,inferred-MSS
KPNYN_AUTONOMIC_GANGLIA,ACH-000227,53,80,NA,NA,NA,NA,883,1395,MSS/MSI-L,inferred-MSS
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,66,93,361,619,NA,NA,631,1010,MSS/MSI-L,inferred-MSS
NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000050,62,83,NA,NA,NA,NA,814,1277,MSS/MSI-L,inferred-MSS
KMRC3_KIDNEY,ACH-000313,54,77,452,789,NA,NA,NA,NA,NA,inferred-MSS
NCIH2023_LUNG,ACH-000781,51,71,NA,NA,NA,NA,660,1034,MSS/MSI-L,inferred-MSS
DMS153_LUNG,ACH-000594,24,40,271,455,9541,22029,NA,NA,NA,inferred-MSS
D341MED_CENTRAL_NERVOUS_SYSTEM,ACH-000095,33,57,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
NCIH660_PROSTATE,ACH-000177,36,49,275,478,NA,NA,593,946,MSS/MSI-L,inferred-MSS
NCIH1618_LUNG,ACH-000179,41,65,NA,NA,10239,23678,NA,NA,NA,inferred-MSS
HS675T_FIBROBLAST,ACH-000214,27,47,314,555,NA,NA,NA,NA,NA,inferred-MSS
PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000519,45,75,332,570,NA,NA,NA,NA,NA,inferred-MSS
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000373,43,79,NA,NA,NA,NA,1000,1574,MSS/MSI-L,inferred-MSS
HT144_SKIN,ACH-000322,53,76,NA,NA,11163,24916,696,1070,MSS/MSI-L,inferred-MSS
SKMEL31_SKIN,ACH-000640,59,88,301,522,NA,NA,746,1210,MSS/MSI-L,inferred-MSS
HS839T_FIBROBLAST,ACH-000180,39,62,351,595,NA,NA,NA,NA,NA,inferred-MSS
HS939T_SKIN,ACH-000814,72,98,315,559,NA,NA,795,1252,MSS/MSI-L,inferred-MSS
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000158,60,85,292,483,NA,NA,NA,NA,NA,inferred-MSS
HS819T_FIBROBLAST,ACH-000224,45,73,282,513,NA,NA,NA,NA,NA,inferred-MSS
NCIH69_LUNG,ACH-000358,48,71,NA,NA,8666,19711,712,1118,MSS/MSI-L,inferred-MSS
ZR751_BREAST,ACH-000097,48,75,298,511,10948,24239,NA,NA,NA,inferred-MSS
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000386,100,151,NA,NA,NA,NA,1332,2174,MSS/MSI-L,inferred-MSS
SKNBE2_AUTONOMIC_GANGLIA,ACH-000312,74,121,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
HCC70_BREAST,ACH-000668,81,125,NA,NA,29291,64739,1145,1827,MSS/MSI-L,inferred-MSS
NCIH2452_PLEURA,ACH-000092,36,59,NA,NA,NA,NA,1062,1580,MSS/MSI-L,inferred-MSS
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000104,50,84,NA,NA,NA,NA,906,1423,MSS/MSI-L,inferred-MSS
HCC56_LARGE_INTESTINE,ACH-000467,51,80,NA,NA,NA,NA,571,936,MSS/MSI-L,inferred-MSS
NCIH1648_LUNG,ACH-000766,88,130,NA,NA,NA,NA,918,1467,MSS/MSI-L,inferred-MSS
TO175T_FIBROBLAST,ACH-000125,51,86,297,545,NA,NA,NA,NA,NA,inferred-MSS
MPP89_PLEURA,ACH-000319,49,80,NA,NA,NA,NA,1032,1557,MSS/MSI-L,inferred-MSS
PANC0813_PANCREAS,ACH-000417,68,89,NA,NA,NA,NA,840,1222,MSS/MSI-L,inferred-MSS
MG63_BONE,ACH-000359,60,89,NA,NA,NA,NA,812,1264,MSS/MSI-L,inferred-MSS
PK1_PANCREAS,ACH-000307,90,118,243,394,NA,NA,NA,NA,NA,inferred-MSS
HS840T_FIBROBLAST,ACH-000284,52,84,316,545,NA,NA,NA,NA,NA,inferred-MSS
NCIH23_LUNG,ACH-000900,84,135,NA,NA,23991,53022,992,1596,MSS/MSI-L,inferred-MSS
TE617T_SOFT_TISSUE,ACH-000051,47,76,436,729,NA,NA,NA,NA,NA,inferred-MSS
SW1088_CENTRAL_NERVOUS_SYSTEM,ACH-000437,47,74,NA,NA,NA,NA,671,1044,MSS/MSI-L,inferred-MSS
ISTMES2_PLEURA,ACH-000331,59,89,338,604,NA,NA,NA,NA,NA,inferred-MSS
NCIH1373_LUNG,ACH-000845,118,163,489,925,NA,NA,NA,NA,NA,inferred-MSS
NCIH1930_LUNG,ACH-000870,64,91,NA,NA,10605,25178,NA,NA,NA,inferred-MSS
NCIH1623_LUNG,ACH-000744,63,83,NA,NA,NA,NA,548,887,MSS/MSI-L,inferred-MSS
HS229T_FIBROBLAST,ACH-000131,43,67,269,501,NA,NA,NA,NA,NA,inferred-MSS
NCIH1838_LUNG,ACH-000733,54,71,NA,NA,NA,NA,692,1015,MSS/MSI-L,inferred-MSS
NCIH1836_LUNG,ACH-000559,28,61,278,536,10420,24132,391,651,MSS/MSI-L,inferred-MSS
HS688AT_FIBROBLAST,ACH-000306,40,71,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
PANC0504_PANCREAS,ACH-000093,66,101,286,494,NA,NA,NA,NA,NA,inferred-MSS
HS822T_FIBROBLAST,ACH-000229,84,121,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000402,43,68,361,615,NA,NA,NA,NA,NA,inferred-MSS
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000687,60,86,438,701,NA,NA,NA,NA,NA,inferred-MSS
G292CLONEA141B1_BONE,ACH-000082,72,95,NA,NA,NA,NA,604,901,MSS/MSI-L,inferred-MSS
RCM1_LARGE_INTESTINE,ACH-000565,72,99,NA,NA,NA,NA,786,1226,MSS/MSI-L,inferred-MSS
HS737T_FIBROBLAST,ACH-000185,49,70,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
HS616T_FIBROBLAST,ACH-000063,53,82,286,515,NA,NA,NA,NA,NA,inferred-MSS
HS600T_FIBROBLAST,ACH-000240,38,63,358,604,NA,NA,NA,NA,NA,inferred-MSS
TE159T_FIBROBLAST,ACH-000175,42,53,364,632,NA,NA,NA,NA,NA,inferred-MSS
A101D_SKIN,ACH-000008,20,33,NA,NA,9567,21204,605,939,MSS/MSI-L,inferred-MSS
NCIH1755_LUNG,ACH-000282,80,106,NA,NA,NA,NA,626,974,MSS/MSI-L,inferred-MSS
RERFLCKJ_LUNG,ACH-000482,58,88,NA,NA,NA,NA,666,1083,MSS/MSI-L,inferred-MSS
NCIH1693_LUNG,ACH-000021,61,81,NA,NA,9881,21880,710,1092,MSS/MSI-L,inferred-MSS
SW780_URINARY_TRACT,ACH-000384,58,88,NA,NA,NA,NA,746,1192,MSS/MSI-L,inferred-MSS
HS683_CENTRAL_NERVOUS_SYSTEM,ACH-000067,53,69,NA,NA,NA,NA,639,1024,MSS/MSI-L,inferred-MSS
HS729_SOFT_TISSUE,ACH-000133,47,68,273,462,NA,NA,NA,NA,NA,inferred-MSS
JHOS2_OVARY,ACH-000132,102,137,376,612,11304,26178,621,971,MSS/MSI-L,inferred-MSS
MCF7_BREAST,ACH-000019,89,133,NA,NA,10851,24312,612,942,MSS/MSI-L,inferred-MSS
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000406,78,106,297,511,NA,NA,NA,NA,NA,inferred-MSS
SKLMS1_SOFT_TISSUE,ACH-000145,48,76,NA,NA,10320,24497,757,1151,MSS/MSI-L,inferred-MSS
HCC202_BREAST,ACH-000725,51,72,NA,NA,10917,24523,669,1059,MSS/MSI-L,inferred-MSS
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000072,36,59,NA,NA,NA,NA,720,1134,MSS/MSI-L,inferred-MSS
ONS76_CENTRAL_NERVOUS_SYSTEM,ACH-000776,40,59,NA,NA,10457,24420,624,992,MSS/MSI-L,inferred-MSS
RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001182,48,81,NA,NA,NA,NA,608,990,MSS/MSI-L,inferred-MSS
SNUC1_LARGE_INTESTINE,ACH-000722,89,119,NA,NA,NA,NA,673,1004,MSS/MSI-L,inferred-MSS
SKNDZ_AUTONOMIC_GANGLIA,ACH-000366,33,60,NA,NA,NA,NA,782,1247,MSS/MSI-L,inferred-MSS
DMS114_LUNG,ACH-000530,56,77,NA,NA,9332,21737,951,1423,MSS/MSI-L,inferred-MSS
TT_OESOPHAGUS,ACH-000561,41,70,351,605,NA,NA,706,1121,MSS/MSI-L,inferred-MSS
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001146,77,107,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000567,55,90,NA,NA,NA,NA,933,1385,MSS/MSI-L,inferred-MSS
SW1353_BONE,ACH-000418,97,132,296,534,NA,NA,NA,NA,NA,inferred-MSS
MDAMB157_BREAST,ACH-000621,109,164,NA,NA,21174,46981,1141,1778,MSS/MSI-L,inferred-MSS
LN18_CENTRAL_NERVOUS_SYSTEM,ACH-000819,36,50,NA,NA,11010,23728,537,865,MSS/MSI-L,inferred-MSS
769P_KIDNEY,ACH-000411,49,71,NA,NA,11805,26766,696,1136,MSS/MSI-L,inferred-MSS
786O_KIDNEY,ACH-000649,53,82,NA,NA,8830,20917,839,1308,MSS/MSI-L,inferred-MSS
CAOV3_OVARY,ACH-000713,43,61,NA,NA,9107,20467,676,1040,MSS/MSI-L,inferred-MSS
HEPG2_LIVER,ACH-000739,50,77,NA,NA,12292,28591,NA,NA,NA,inferred-MSS
NCIH524_LUNG,ACH-000816,71,94,NA,NA,9293,21633,671,1059,MSS/MSI-L,inferred-MSS
NCIH209_LUNG,ACH-000290,43,65,NA,NA,9960,23477,1426,2127,MSS/MSI-L,inferred-MSS
MIAPACA2_PANCREAS,ACH-000601,29,44,NA,NA,10265,22190,491,778,MSS/MSI-L,inferred-MSS
MCAS_OVARY,ACH-000796,55,86,376,654,NA,NA,NA,NA,NA,inferred-MSS
SBC5_LUNG,ACH-000670,102,157,NA,NA,12375,29255,865,1319,MSS/MSI-L,inferred-MSS
COLO829_SKIN,ACH-000644,109,145,NA,NA,10791,23700,665,1036,MSS/MSI-L,inferred-MSS
VCAP_PROSTATE,ACH-000115,29,43,NA,NA,NA,NA,951,1397,MSS/MSI-L,inferred-MSS
IPC298_SKIN,ACH-000915,65,98,NA,NA,NA,NA,932,1409,MSS/MSI-L,inferred-MSS
CAPAN2_PANCREAS,ACH-000107,51,66,NA,NA,NA,NA,655,985,MSS/MSI-L,inferred-MSS
EFM192A_BREAST,ACH-000117,41,65,NA,NA,10706,23668,820,1224,MSS/MSI-L,inferred-MSS
HS766T_PANCREAS,ACH-000178,96,131,295,495,NA,NA,785,1192,MSS/MSI-L,inferred-MSS
NCIH196_LUNG,ACH-000752,56,85,NA,NA,10088,23358,682,1064,MSS/MSI-L,inferred-MSS
NCIH889_LUNG,ACH-000297,32,50,285,494,9188,21373,NA,NA,NA,inferred-MSS
NCIH211_LUNG,ACH-000639,53,75,NA,NA,8663,19625,610,946,MSS/MSI-L,inferred-MSS
SKMEL24_SKIN,ACH-000822,53,82,NA,NA,12360,27476,723,1179,MSS/MSI-L,inferred-MSS
K029AX_SKIN,ACH-000404,52,72,289,517,NA,NA,NA,NA,NA,inferred-MSS
HT1376_URINARY_TRACT,ACH-000724,65,95,NA,NA,12125,26986,833,1269,MSS/MSI-L,inferred-MSS
NCIH2171_LUNG,ACH-000525,55,73,NA,NA,8031,18433,803,1207,MSS/MSI-L,inferred-MSS
PANC1005_PANCREAS,ACH-000060,125,164,NA,NA,10772,23736,737,1099,MSS/MSI-L,inferred-MSS
EVSAT_BREAST,ACH-001065,69,98,NA,NA,NA,NA,760,1163,MSS/MSI-L,inferred-MSS
HS695T_SKIN,ACH-000799,39,58,231,375,NA,NA,NA,NA,NA,inferred-MSS
CHL1_SKIN,ACH-001024,55,72,NA,NA,NA,NA,704,1101,MSS/MSI-L,inferred-MSS
LOUNH91_LUNG,ACH-000176,62,79,NA,NA,NA,NA,549,818,MSS/MSI-L,inferred-MSS
LK2_LUNG,ACH-000769,30,44,NA,NA,9440,19714,725,1085,MSS/MSI-L,inferred-MSS
SKMEL3_SKIN,ACH-000423,48,75,NA,NA,NA,NA,696,1041,MSS/MSI-L,inferred-MSS
ASPC1_PANCREAS,ACH-000222,48,63,NA,NA,NA,NA,704,1075,MSS/MSI-L,inferred-MSS
OVSAHO_OVARY,ACH-000409,94,121,277,440,10146,22970,NA,NA,NA,inferred-MSS
NCIH441_LUNG,ACH-000638,68,104,NA,NA,NA,NA,609,975,MSS/MSI-L,inferred-MSS
RERFLCSQ1_LUNG,ACH-000442,55,81,NA,NA,NA,NA,731,1152,MSS/MSI-L,inferred-MSS
NCIH2030_LUNG,ACH-000521,44,63,NA,NA,9773,21797,659,996,MSS/MSI-L,inferred-MSS
FUOV1_OVARY,ACH-000574,108,142,NA,NA,13689,29628,895,1267,MSS/MSI-L,inferred-MSS
